code,base,colorSuffix,role,onPost,standard,pitchMm,fixing,boxShape,supportType,frameLayout,postCount,standardSignalsIT,standardSignalsDE,outletStandard,series,seriesSource,seriesConfidence,moduleCount,frameModules,moduleSpanCurated,color,isColor,material,unit,priceEUR,priceStatus,packQty,categoryDerived,note,sourceSheet,sourceRow
22693.88,22693,,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,сатинированное золото,true,латунь,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6306
22693.89,22693,,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,сатинированная латунь,true,латунь,шт.,198.3,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6307
22693.90,22693,,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,вороненая сталь,true,сталь,шт.,198.3,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6308
22693.91,22693,,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,бронза,true,бронза,шт.,198.3,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6309
22693.RN.01,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,белая матовая,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6310
22693.RN.03,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,антрацит,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6311
22693.RN.11,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,никель матовый,true,никель,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6312
22693.RN.12,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,темная бронза,true,бронза,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6313
22693.RN.82,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6314
22693.RN.87,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,сатинированная античная бронза,true,бронза,шт.,172.44,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6315
22693.RN.88,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,матовое золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6316
22693.RN.89,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,сатинированная латунь,true,латунь,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6317
22693.RN.90,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,вороненая сталь,true,сталь,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6318
22693.RN.91,22693,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,бронза,true,бронза,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6319
22694.01,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,белая матовая,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6320
22694.03,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,антрацит,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6321
22694.11,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,никель матовый,true,никель,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6322
22694.12,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,темная бронза,true,бронза,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6323
22694.82,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6324
22694.87,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,сатинированная античная бронза,true,бронза,шт.,172.44,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6325
22694.88,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,сатинированное золото,true,латунь,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6326
22694.89,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,сатинированная латунь,true,латунь,шт.,198.3,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6327
22694.90,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,вороненая сталь,true,сталь,шт.,198.3,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6328
22694.91,22694,,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,бронза,true,бронза,шт.,198.3,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6329
22694.RN.01,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,белая матовая,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6330
22694.RN.03,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,антрацит,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6331
22694.RN.11,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,никель матовый,true,никель,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6332
22694.RN.12,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,темная бронза,true,бронза,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6333
22694.RN.82,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6334
22694.RN.87,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,сатинированная античная бронза,true,бронза,шт.,172.44,ok,5,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6335
22694.RN.88,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,матовое золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6336
22694.RN.89,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,сатинированная латунь,true,латунь,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6337
22694.RN.90,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,вороненая сталь,true,сталь,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6338
22694.RN.91,22694,RN,frame,true,IT,,,unknown,unknown,4,,layout:4(ряд),,,Eikon,prefix,heuristic,4,4,,бронза,true,бронза,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6339
22695.RN.01,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,белая матовая,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6340
22695.RN.03,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,антрацит,true,,шт.,130.48,ok,1,Рамки и декоративные накладки,,VIMAR,6341
22695.RN.11,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,никель матовый,true,никель,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6342
22695.RN.12,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,темная бронза,true,бронза,шт.,155.12,ok,1,Рамки и декоративные накладки,,VIMAR,6343
22695.RN.82,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6344
22695.RN.87,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,сатинированная античная бронза,true,бронза,шт.,172.44,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6345
22695.RN.88,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,матовое золото,true,,шт.,172.44,ok,1,Рамки и декоративные накладки,,VIMAR,6346
22695.RN.89,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,сатинированная латунь,true,латунь,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6347
22695.RN.90,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,вороненая сталь,true,сталь,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6348
22695.RN.91,22695,RN,frame,true,IT,,,unknown,unknown,3,,layout:3(ряд),,,Eikon,prefix,heuristic,3,3,,бронза,true,бронза,шт.,198.3,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6349
22699.87,22699,,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,сатинированная античная бронза,true,бронза,шт.,344.87,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6350
22699.89,22699,,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,сатинированная латунь,true,латунь,шт.,396.61,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6351
22699.90,22699,,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,вороненая сталь,true,сталь,шт.,396.61,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6352
22699.91,22699,,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,бронза,true,бронза,шт.,396.61,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6353
22699.RN.01,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,белая матовая,true,,шт.,260.96,ok,1,Рамки и декоративные накладки,,VIMAR,6354
22699.RN.03,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,антрацит,true,,шт.,260.96,ok,1,Рамки и декоративные накладки,,VIMAR,6355
22699.RN.11,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,никель матовый,true,никель,шт.,310.25,ok,1,Рамки и декоративные накладки,,VIMAR,6356
22699.RN.12,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,темная бронза,true,бронза,шт.,310.25,ok,1,Рамки и декоративные накладки,,VIMAR,6357
22699.RN.82,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,золото,true,,шт.,344.87,ok,1,Рамки и декоративные накладки,,VIMAR,6358
22699.RN.87,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,сатинированная античная бронза,true,бронза,шт.,344.87,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6359
22699.RN.88,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,матовое золото,true,,шт.,344.87,ok,1,Рамки и декоративные накладки,,VIMAR,6360
22699.RN.89,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,сатинированная латунь,true,латунь,шт.,396.61,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6361
22699.RN.90,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,вороненая сталь,true,сталь,шт.,396.61,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6362
22699.RN.91,22699,RN,frame,true,IT,,,unknown,unknown,5,,layout:5(ряд),,,Eikon,prefix,heuristic,5,5,,бронза,true,бронза,шт.,396.61,ok,1,Рамки и декоративные накладки,Новинка 07.2026,VIMAR,6363
22751.0.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,14.6,ok,1,Прочее оборудование,,VIMAR,6364
22751.0.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,14.6,ok,1,Прочее оборудование,,VIMAR,6365
22751.0.11,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,никель матовый,true,никель,шт.,30.6,ok,1,Прочее оборудование,,VIMAR,6366
22751.0.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,бронза,true,бронза,шт.,30.6,ok,1,Прочее оборудование,,VIMAR,6367
22751.0.82,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,золото,true,,шт.,40.02,ok,1,Прочее оборудование,,VIMAR,6368
22751.0.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,40.02,ok,1,Прочее оборудование,,VIMAR,6369
22751.0.89,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированная латунь,true,латунь,шт.,48.03,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6370
22751.0.90,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,вороненая сталь,true,сталь,шт.,48.03,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6371
22751.0.91,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,бронза,true,бронза,шт.,48.03,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6372
22751.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые матовые,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6373
22751.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6374
22751.11,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,никель матовый,true,никель,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6375
22751.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6376
22751.82,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,золото,true,,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6377
22751.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6378
22751.1.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6379
22751.1.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6380
22751.1.11,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,никель матовый,true,никель,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6381
22751.1.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6382
22751.1.82,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,золото,true,,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6383
22751.1.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6384
22751.1.89,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированная латунь,true,латунь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6385
22751.1.90,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,вороненая сталь,true,сталь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6386
22751.1.91,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,бронза,true,бронза,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6387
22751.10.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6388
22751.10.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6389
22751.10.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6390
22751.10.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6391
22751.2.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6392
22751.2.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6393
22751.2.11,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,никель матовый,true,никель,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6394
22751.2.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6395
22751.2.82,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,золото,true,,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6396
22751.2.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6397
22751.2.89,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированная латунь,true,латунь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6398
22751.2.90,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,вороненая сталь,true,сталь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6399
22751.2.91,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,бронза,true,бронза,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6400
22751.3.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6401
22751.3.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,,VIMAR,6402
22751.3.11,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,никель матовый,true,никель,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6403
22751.3.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,,VIMAR,6404
22751.3.82,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,золото,true,,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6405
22751.3.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,,VIMAR,6406
22751.3.89,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированная латунь,true,латунь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6407
22751.3.90,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,вороненая сталь,true,сталь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6408
22751.3.91,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,бронза,true,бронза,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6409
22751.6.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6410
22751.6.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6411
22751.6.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6412
22751.6.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6413
22751.7.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6414
22751.7.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6415
22751.7.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6416
22751.7.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6417
22751.8.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6418
22751.8.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6419
22751.8.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,брошированная темная бронза,true,бронза,шт.,36.49,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6420
22751.8.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированное золото,true,латунь,шт.,44.14,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6421
22751.9.01,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые,true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6422
22751.9.03,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,"символы ""переключения"" антрацит",true,,шт.,15.3,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6423
22751.9.12,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,,false,бронза,шт.,36.49,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6424
22751.9.88,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,,false,латунь,шт.,44.14,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6425
22751.89,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированная латунь,true,латунь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6426
22751.90,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,вороненая сталь,true,сталь,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6427
22751.91,22751,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,бронза,true,бронза,шт.,52.97,ok,1,Прочее оборудование,Новинка 07.2026,VIMAR,6428
22751.RN.01,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,белые матовые,true,,шт.,15.3,ok,1,Автоматизация и умный дом,,VIMAR,6429
22751.RN.03,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,антрацит,true,,шт.,15.3,ok,1,Автоматизация и умный дом,,VIMAR,6430
22751.RN.11,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,никельматовый,true,никель,шт.,36.49,ok,1,Автоматизация и умный дом,,VIMAR,6431
22751.RN.12,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,матовая темная бронза,true,бронза,шт.,36.49,ok,1,Автоматизация и умный дом,,VIMAR,6432
22751.RN.82,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,золото,true,,шт.,44.14,ok,1,Автоматизация и умный дом,,VIMAR,6433
22751.RN.88,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,матовое золото,true,,шт.,44.14,ok,1,Автоматизация и умный дом,,VIMAR,6434
22751.RN.89,22751,RN,other,false,n-a,,,unknown,unknown,,,,,,Eikon,prefix,heuristic,,,,сатинированная латунь,true,латунь,шт.,52.97,ok,1,Автоматизация и умный дом,Новинка 07.2026,VIMAR,6435
